Title,Link,Price,Engine_Capacity,Transmission,Steering,Type,Color,Manufactured_Year,Imported_Year,Fuel_Type,Interior_Color,Leasing,Drive_Type,Mileage,Condition
"Lexus NX, 2017/2025",https://www.unegui.mn/adv/9856842_lexus-nx-2017-2025/,65 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,58300 км,Дугаар аваагүй
"Mercedes-Benz C-Class, 2015/2024",https://www.unegui.mn/adv/9609150_mercedes-benz-c-class-2015-2024/,49 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2024,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,150000 км,Дугаар авсан
"Toyota Aqua, 2021/2025",https://www.unegui.mn/adv/9873503_toyota-aqua-2021-2025/,20.9 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2021,2025,Хайбрид,Хувь лизингтэй,Хувь лизингтэй,Урдаа FWD,103000 км,Дугаар аваагүй
"Land Rover Defender, 2023/2025",https://www.unegui.mn/adv/9873509_land-rover-defender-2023-2025/,310 сая₮,3.0 л,Автомат,Зөв,Жийп,Хар,2023,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,16000 км,Дугаар авсан
"Toyota Vellfire, 2014/2025",https://www.unegui.mn/adv/9868372_toyota-vellfire-2014-2025/,32 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хөх,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,230000 км,Дугаар аваагүй
"Toyota Vellfire, 2012/2025",https://www.unegui.mn/adv/9869611_toyota-vellfire-2012-2025/,30.5 сая₮,2.4 л,Автомат,Зөв,Гэр бүлийн,Хар,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,166548 км,Дугаар аваагүй
"BYD Бусад, 2025/2025",https://www.unegui.mn/adv/9827897_byd-busad-2025-2025/,158 сая₮,1.5 л,Автомат,Зөв,Жийп,Саарал,2025,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,0 км,Дугаар аваагүй
"Subaru XV Crosstrek, 2017/2025",https://www.unegui.mn/adv/9835902_subaru-xv-crosstrek-2017-2025/,33.5 сая₮,2.0 л,Автомат,Буруу,Жийп,Хөх,2017,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,155000 км,Дугаар аваагүй
"Toyota Prius 30, 2013/2023",https://www.unegui.mn/adv/9873255_toyota-prius-30-2013-2023/,21 сая₮,1.7 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2023,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,157407 км,Дугаар авсан
"Toyota Aqua, 2012/2020",https://www.unegui.mn/adv/9873234_toyota-aqua-2012-2020/,11.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2020,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,251000 км,Дугаар авсан
"Honda Fit, 2016/2025",https://www.unegui.mn/adv/9873229_honda-fit-2016-2025/,20.8 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,120000 км,Дугаар аваагүй
"Subaru Forester, 2013/2023",https://www.unegui.mn/adv/9869454_subaru-forester-2013-2023/,28.5 сая₮,2.0 л,Автомат,Буруу,Жийп,Хүрэн,2013,2023,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,134000 км,Дугаар авсан
"Toyota Vellfire, 2012/2025",https://www.unegui.mn/adv/9581383_toyota-vellfire-2012-2025/,46 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2012,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,152000 км,Дугаар аваагүй
"Toyota Highlander, 2015/2023",https://www.unegui.mn/adv/9873174_toyota-highlander-2015-2023/,85 сая₮,3.5 л,Автомат,Зөв,Жийп,Хөх,2015,2023,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,198000 км,Дугаар авсан
"Mitsubishi Outlander, 2022/2025",https://www.unegui.mn/adv/9873161_mitsubishi-outlander-2022-2025/,80 сая₮,2.5 л,Автомат,Буруу,Жийп,Цагаан,2022,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,27000 км,Дугаар авсан
"Lexus LX 470, 2003/2010",https://www.unegui.mn/adv/9873138_lexus-lx-470-2003-2010/,40 сая₮,4.7 л,Автомат,Зөв,Жийп,Цагаан,2003,2010,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,150000 км,Дугаар авсан
"Nissan Caravan, 2007/2023",https://www.unegui.mn/adv/9873127_nissan-caravan-2007-2023/,19 сая₮,2.8 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2007,2023,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,170 км,Дугаар авсан
"Toyota Sequoia, 2024/2025",https://www.unegui.mn/adv/9313296_toyota-sequoia-2024-2024/,388 сая₮428 сая₮,3.5 л,Автомат,Зөв,Жийп,Хар саарал,2024,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,3077 км,Дугаар аваагүй
"Mercedes-Benz G-Class, 2016/2016",https://www.unegui.mn/adv/9873115_mercedes-benz-g-class-2016-2016/,220 сая₮,4.0 л,Автомат,Зөв,Жийп,Хар,2016,2016,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,90000 км,Дугаар авсан
"Toyota Axio, 2013/2019",https://www.unegui.mn/adv/9873085_toyota-axio-2013-2019/,11 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,180000 км,Дугаар авсан
"Lexus RX 350, 2020/2024",https://www.unegui.mn/adv/9873043_lexus-rx-350-2020-2024/,150 сая₮,2.9 л,Автомат,Зөв,Жийп,Хар саарал,2020,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,40000 км,Дугаар авсан
"Toyota Prius 30, 2011/2025",https://www.unegui.mn/adv/9868063_toyota-prius-30-2011-2025/,22.9 сая₮,1.9 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2011,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,130000 км,Дугаар аваагүй
"Toyota Prius 41, 2011/2021",https://www.unegui.mn/adv/9872953_toyota-prius-41-2011-2021/,21.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2011,2021,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,200000 км,Дугаар авсан
"Toyota Land cruiser Prado 120, 2008/2023",https://www.unegui.mn/adv/9872946_toyota-land-cruiser-prado-120-2008-2023/,65.5 сая₮,4.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2008,2023,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,200000 км,Дугаар авсан
"Kia Sorento, 2019/2025",https://www.unegui.mn/adv/9388682_kia-sorento-2019-2025/,75 сая₮,2.0 л,Автомат,Зөв,Жийп,Хөх,2019,2025,Бензин,Хувь лизингтэй,Хувь лизингтэй,Бүх дугуй 4WD,161800 км,Дугаар аваагүй
"Nissan Pathfinder, 2014/2019",https://www.unegui.mn/adv/9872833_nissan-pathfinder-2014-2019/,32 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2014,2019,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,150000 км,Дугаар авсан
"Subaru Forester, 2012/2017",https://www.unegui.mn/adv/9627055_subaru-forester-2012-2017/,18 сая₮22 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2017,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,110000 км,Дугаар авсан
"Mercedes-Benz C-Class, 2014/2023",https://www.unegui.mn/adv/9872816_mercedes-benz-c-class-2014-2023/,40 сая₮,1.6 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2023,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,108255 км,Дугаар авсан
"Mercedes-Benz G-Class, 2024/2025",https://www.unegui.mn/adv/9872806_mercedes-benz-g-class-2024-2025/,690 сая₮,3.0 л,Автомат,Зөв,Жийп,Хар,2024,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,3000 км,Дугаар авсан
"Toyota C-HR, 2018/2025",https://www.unegui.mn/adv/9780238_toyota-c-hr-2018-2025/,43.8 сая₮,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар саарал,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,152000 км,Дугаар аваагүй
"BMW 4-сери, 2016/2025",https://www.unegui.mn/adv/9872727_bmw-4-seri-2016-2025/,43 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,88800 км,Дугаар аваагүй
"Toyota Fielder, 2018/2023",https://www.unegui.mn/adv/9872514_toyota-fielder-2018-2023/,20.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2018,2023,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,120000 км,Дугаар авсан
"Toyota Prius 51, 2016/2025",https://www.unegui.mn/adv/9786689_toyota-prius-51-2016-2025/,31 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,227000 км,Дугаар аваагүй
"Toyota Vellfire, 2015/2025",https://www.unegui.mn/adv/9682741_toyota-alphard-2015-2025/,58.5 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Саарал,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,206000 км,Дугаар аваагүй
"Toyota Prius 30, 2014/2024",https://www.unegui.mn/adv/9857154_toyota-prius-30-2014-2024/,21.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2024,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,200000 км,Дугаар авсан
"Toyota Crown, 2015/2025",https://www.unegui.mn/adv/9866560_toyota-crown-2015-2025/,41 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,200000 км,Дугаар авсан
"Toyota Vellfire, 2015/2025",https://www.unegui.mn/adv/9824716_toyota-alphard-2015-2025/,55.3 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,200008 км,Дугаар аваагүй
"Subaru Forester, 2017/2022",https://www.unegui.mn/adv/9840653_subaru-forester-2017-2022/,35 сая₮38 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2017,2022,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,105000 км,Дугаар авсан
"Lexus RX 400, 2006/2015",https://www.unegui.mn/adv/9842981_lexus-rx-400-2006-2015/,26 сая₮,3.3 л,Автомат,Зөв,Суудлын тэрэг,Улбар шар,2006,2015,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,110000 км,Дугаар авсан
"Toyota Fortuner, 2008/2013",https://www.unegui.mn/adv/9872301_toyota-fortuner-2008-2013/,33 сая₮,2.7 л,Автомат,Зөв,Жийп,Саарал,2008,2013,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,182000 км,Дугаар авсан
"Lexus LX 570, 2019/2021",https://www.unegui.mn/adv/9745582_lexus-lx-570-2019-2021/,258 сая₮,5.7 л,Автомат,Зөв,Жийп,Хар,2019,2021,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,80000 км,Дугаар авсан
"Lexus LX 570, 2019/2021",https://www.unegui.mn/adv/9698240_lexus-lx-570-2019-2021/,259 сая₮,5.7 л,Автомат,Зөв,Жийп,Хар,2019,2021,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,70000 км,Дугаар авсан
"Toyota Sai, 2010/2025",https://www.unegui.mn/adv/9843369_toyota-sai-2010-2025/,24.5 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,190000 км,Дугаар авсан
"Toyota Harrier, 2016/2025",https://www.unegui.mn/adv/9863261_toyota-harrier-2016-2025/,55.8 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,114000 км,Дугаар аваагүй
"Lexus NX, 2019/2025",https://www.unegui.mn/adv/9683438_lexus-nx-2017-2025/,69.9 сая₮,2.4 л,Автомат,Буруу,Жийп,Хар саарал,2019,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,110000 км,Дугаар аваагүй
"Lexus LX 600, 2023/2025",https://www.unegui.mn/adv/9848928_lexus-lx-600-2023-2025/,338 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2023,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,13000 км,Дугаар авсан
"Volkswagen Бусад, 2020/2020",https://www.unegui.mn/adv/9872055_volkswagen-busad-2020-2020/,165 сая₮,1.9 л,Автомат,Зөв,Гэр бүлийн,Хар,2020,2020,Дизель,Лизинггүй,Лизинггүй,Урдаа FWD,44334 км,Дугаар авсан
"Lexus RX 300, 2011/2025",https://www.unegui.mn/adv/9222696_lexus-rx-2011-2025/,43 сая₮,2.7 л,Автомат,Буруу,Жийп,Хар,2011,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,130000 км,Дугаар авсан
"Toyota Crown, 2020/2025",https://www.unegui.mn/adv/9867148_toyota-crown-2022-2025/,88 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2020,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Хойноо RWD,160000 км,Дугаар авсан
"Lexus RX 450, 2019/2025",https://www.unegui.mn/adv/9844705_lexus-rx-450-2019-2025/,138 сая₮,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2019,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,118000 км,Дугаар аваагүй
"Mercedes-Benz CL-Class, 2020/2025",https://www.unegui.mn/adv/9871974_mercedes-benz-cl-class-2020-2025/,205 сая₮,2.0 л,Автомат,Зөв,Жийп,Саарал,2020,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,75000 км,Дугаар авсан
"Nissan Vanette, 2012/2024",https://www.unegui.mn/adv/9871836_nissan-vanette-2012-2024/,18 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2024,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,189000 км,Дугаар авсан
"Toyota Land Cruiser 200, 2016/2016",https://www.unegui.mn/adv/9871808_toyota-land-cruiser-200-2016-2016/,140 сая₮,4.5 л,Автомат,Зөв,Жийп,Хар,2016,2016,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,160000 км,Дугаар авсан
"Hyundai Genesis, 2017/2025",https://www.unegui.mn/adv/9675738_hyundai-genesis-2017-2025/,65 сая₮,3.3 л,Автомат,Зөв,Суудлын тэрэг,Сувдан цагаан,2017,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,71000 км,Дугаар аваагүй
"Toyota RAV4, 2021/2025",https://www.unegui.mn/adv/9847675_toyota-rav4-2021-2025/,78 сая₮,2.0 л,Автомат,Буруу,Жийп,Хар,2021,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,21000 км,Дугаар авсан
"BYD Leopard 3, 2025/2025",https://www.unegui.mn/adv/9484011_byd-busad-2025-2025/,108 сая₮,Цахилгаан,Автомат,Зөв,Жийп,Хар,2025,2025,Цахилгаан,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,0 км,Дугаар аваагүй
"Jeep Grand Cherokee, 2015/2025",https://www.unegui.mn/adv/9684458_jeep-grand-cherokee-2015-2025/,79 сая₮,3.6 л,Автомат,Зөв,Жийп,Цагаан,2015,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,160000 км,Дугаар аваагүй
"Infiniti Q, 2017/2025",https://www.unegui.mn/adv/9769958_infiniti-q-2017-2025/,45 сая₮,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2017,2025,Хайбрид,Лизинггүй,Лизинггүй,Хойноо RWD,190000 км,Дугаар аваагүй
"Ford Transit, 2020/2025",https://www.unegui.mn/adv/9871774_ford-transit-2020-2025/,90 сая₮,2.0 л,Механик,Зөв,Гэр бүлийн,Саарал,2020,2025,Дизель,Лизинггүй,Лизинггүй,Хойноо RWD,67400 км,Дугаар аваагүй
"Toyota Prius 55, 2019/2025",https://www.unegui.mn/adv/9871740_toyota-prius-55-2019-2025/,32 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2019,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,160000 км,Дугаар авсан
"Toyota Prius 30, 2015/2024",https://www.unegui.mn/adv/9869379_toyota-prius-30-2015-2024/,23.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2015,2024,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,99000 км,Дугаар авсан
"Nissan Teana, 2008/2015",https://www.unegui.mn/adv/9807659_nissan-teana-2008-2015/,13 сая₮15 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2008,2015,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,234677 км,Дугаар авсан
"Mercedes-Benz E-Class, 2018/2018",https://www.unegui.mn/adv/9871469_mercedes-benz-e-class-2018-2018/,100 сая₮,1.9 л,Автомат,Зөв,Суудлын тэрэг,Хөх,2018,2018,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,31000 км,Дугаар авсан
"Mercedes-Benz GL-Class, 2016/2025",https://www.unegui.mn/adv/8812158_mercedes-benz-gla-class-2016-2024/,105 сая₮,3.0 л,Автомат,Буруу,Жийп,Цагаан,2016,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,94000 км,Дугаар аваагүй
"Toyota C-HR, 2019/2025",https://www.unegui.mn/adv/9686033_toyota-c-hr-2018-2025/,49 сая₮,1.8 л,Автомат,Буруу,Жийп,Сувдан цагаан,2019,2025,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,92400 км,Дугаар аваагүй
"Toyota C-HR, 2017/2025",https://www.unegui.mn/adv/9780032_toyota-c-hr-2018-2025/,44 сая₮,1.8 л,Автомат,Буруу,Жийп,Хар,2017,2025,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,153000 км,Дугаар аваагүй
"Mercedes-Benz C-Class, 2015/2025",https://www.unegui.mn/adv/9791383_mercedes-benz-c-class-2015-2025/,46 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2025,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,113000 км,Дугаар аваагүй
